Date,Brand,Title,price_full,price_soft,priceoff,Rating,Review Count
17/08/2024,SkinCeuticals,UV Oil Defense FPS 80 - Protetor Solar com Cor 40g,"158,90","127,90",20,"48,00",80
17/08/2024,Darrow,Actine Colors FPS70 Pele Clara - Protetor Solar com Cor 40g,"85,90","72,90",15,"44,00",46
17/08/2024,Garnier,Uniform & Matte Vitamina C - Sérum Facial Antimarcas 15ml,"70,90","53,90",24,"40,00",6
17/08/2024,Sunmax,Sensitive FPS 50 - Protetor Solar 25ml,"70,32","56,24",20,"43,00",4
17/08/2024,Skin Aqua,Tone Up UV Essence FPS50 - Protetor Solar 80g,"118,90","100,90",15,"48,00",29
17/08/2024,Australian Gold,FPS 60 Cor 03 - Protetor Solar com Cor 40g,"75,90","39,90",47,"40,00",13
17/08/2024,Melora,Dermovance Calm - Creme Hidratante Facial 40g,"106,13","54,74",48,"0,00",0
17/08/2024,Mantecorp,Blancy TX - Gel Uniformizador Facial 30g,"269,90","239,90",11,"38,00",12
17/08/2024,Capim Clinical,Pepino - Creme Facial 40g,"36,99","28,99",22,"0,00",0
17/08/2024,Pink Cheeks,Pro Stick FPS96 Pro10 - Protetor Solar em Bastão com Cor 14g,"119,90","99,90",17,"46,00",16
17/08/2024,NeoStrata,Minesol Corpo & Rosto Antioxidante FPS 99 - Protetor Solar Fluido Hidratante 120ml,"167,90","158,90",5,"50,00",9
17/08/2024,Ekilibre Amazônia,FPUVA 28 FPS 30 - Protetor Solar 90g,"73,90","62,00",16,"41,00",15
17/08/2024,Face It,Soro Natural de Niacinamida - Hidratante Facial 30ml,"70,00","59,90",14,"40,00",2
17/08/2024,ISDIN,Extrem FPS90 - Protetor Solar Facial 50ml,"150,90","133,90",11,"0,00",0
17/08/2024,FOREO,UFO Glow Addict - Máscara Facial 6x 6g,"188,90","158,90",16,"50,00",3
17/08/2024,Capim Clinical,Pepino - Creme Facial 40g,"36,99","28,99",22,"0,00",0
17/08/2024,La Roche-Posay,Anthelios XL Protect FPS30 - Protetor Solar 40g,"84,90","49,90",41,"50,00",5
17/08/2024,Creamy,Ácido Tranexâmico Solução - Tônico Facial 90ml,"120,00","80,40",33,"48,00",6
17/08/2024,Avène,Mat Perfect Fluido Ultra Mate FPS 60 - Protetor Solar 40g,"104,90","83,90",20,"44,00",11
17/08/2024,Cicatricure,Antissinais - Protetor Solar FPS 50 40g,"49,84","43,99",12,"30,00",2
17/08/2024,FOREO,UFO Coconut Oil - Máscara Facial 6x 6g,"188,90","158,90",16,"47,00",3
17/08/2024,Elemento Mineral,Bio Cristais de Quartzo - Esfoliante Facial 30g,"15,90","13,90",13,"48,00",53
17/08/2024,Face It,Soro Natural de Niacinamida - Hidratante Facial 30ml,"70,00","59,90",14,"40,00",2
17/08/2024,Cosmobeauty,Blur HD FPS 60 PPD 25 Bege Médio - Protetor Solar com Cor 50g,"229,99","194,99",15,"50,00",2
17/08/2024,Cosmobeauty,Blur O3 FPS 95 PPD 50 Bege - Protetor Solar com Cor 50g,"249,99","197,99",21,"50,00",1
17/08/2024,Pink Cheeks,Pro Stick FPS96 Pro15 - Protetor Solar em Bastão com Cor 14g,"119,90","93,90",22,"46,00",16
17/08/2024,FOREO,Call It A Night - Máscara Facial 7x 6g,"118,90","98,90",17,"50,00",6
17/08/2024,CeraVe,Óleo de Limpeza Hidratante - Óleo de Limpeza Facial 236ml,"158,90","129,90",18,"48,00",4
17/08/2024,Vichy,Liftactiv Retinol Specialist - Sérum Facial 30ml,"279,90","251,90",10,"50,00",2
17/08/2024,La Roche-Posay,Anthelios KA+MED FPS 99 - Protetor Solar 50g,"139,90","131,90",6,"47,00",6
17/08/2024,Anis,Sérum Facial Lifting Cinderela Efeito Imediato Tratamento Ácido Hialurônico,"199,90","159,90",20,"25,00",2
17/08/2024,Bioderma,Kit Pigmentbio - Sabonete Esfoliante e Creme Facial Noturno e Gel Creme,"692,90","589,90",15,"0,00",0
17/08/2024,Ada Tina,Normalize Solar Oil Control FPS 50 - Protetor Solar 40ml,"134,90","126,90",6,"46,00",11
17/08/2024,Ada Tina,Normalize Solar Matte Intense FPS 50 - Protetor Solar 40ml,"124,90","118,90",5,"50,00",20
17/08/2024,La Roche-Posay,Anthelios Airlicium FPS80 Cor 1.0 - Protetor Solar com Cor 40g,"99,90","74,90",25,"37,00",3
17/08/2024,Creamy,Kit Ácido Glicólico Creme Redutor de Linhas e Meilys Escova de Limpeza Facial 2 em 1 (2 produtos),"159,90","94,90",41,"0,00",0
17/08/2024,Creamy,Ácido Glicólico - Creme Redutor de Linhas 30g,"159,90","75,30",53,"47,00",18
17/08/2024,Anasol,Clinicals Base Média FPS 75 - Protetor Solar com Cor 40g,"74,90","64,90",13,"48,00",5
17/08/2024,Anasol,Clinicals Base Média FPS 75 - Protetor Solar com Cor 40g,"74,90","64,90",13,"48,00",5
17/08/2024,Creamy,Kit Ácido Glicólico Creme Redutor de Linhas e Meilys Escova de Limpeza Facial 2 em 1 (2 produtos),"159,90","94,90",41,"0,00",0
17/08/2024,Cosmobeauty,Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g,"329,99","192,99",42,"0,00",0
17/08/2024,Bel Col,Hidratonic - Loção Tônica Facial 140ml,"104,90","94,90",10,"50,00",1
17/08/2024,Mantecorp,Epidrat Mat FPS30 - Protetor Solar 40ml,"103,90","98,90",5,"0,00",0
17/08/2024,Darrow,Actine FPS30 - Protetor Solar com Cor 40g,"76,90","55,90",27,"44,00",5
17/08/2024,Vichy,Neovadiol - Creme Nutritivo 50g,"299,90","255,90",15,"46,00",27
17/08/2024,Adcos,Derma Complex Retinol + Ácido Hialurônico - Creme Redutor de Linhas 30g,"399,00","299,00",25,"49,00",7
17/08/2024,NIVEA,Cellular com Ácido Hialurônico - Sérum Facial 30ml,"131,99","66,90",49,"0,00",0
17/08/2024,Cetaphil,Pro AD Restoraderm - Creme Hidratante 227g,"139,90","131,90",6,"50,00",2
17/08/2024,Mantecorp,Episol Intense FPS 50 - Protetor Solar 200ml,"119,90","94,90",21,"0,00",0
17/08/2024,Cosmobeauty,Blur D FPS 99 PPD 34 Bege - Protetor Solar com Cor 50g,"249,99","199,99",20,"0,00",0
17/08/2024,Peel Line,Probiótica - Adstringente Facial 140ml,"109,90","49,80",55,"0,00",0
17/08/2024,Cosmobeauty,Blur D FPS 99 PPD 34 Bege - Protetor Solar com Cor 50g,"249,99","199,99",20,"0,00",0
17/08/2024,Darrow,Actine FPS60 - Protetor Solar com Cor 40g,"76,90","57,90",25,"43,00",15
17/08/2024,Cosmobeauty,Stick Blur FPS 75 PPD 25 Bronze - Base em Bastão 18g,"199,99","159,99",20,"0,00",0
17/08/2024,Eucerin,Hyaluron-Filler + 3x Effect - Creme Redutor de Linhas Hidratante 50ml,"229,90","206,90",10,"43,00",4
17/08/2024,Marina Smith,Biótica - Sérum Facial 30ml,"88,90","54,90",38,"0,00",0
17/08/2024,Lancôme,Rénergie Multi-Lift FPS 15 - Creme Redutor de Linhas Diurno 50ml,"848,90","685,90",19,"50,00",3
17/08/2024,Creamy,Retinol - Gel-Creme Redutor de Linhas 30g,"199,90","93,80",53,"45,00",6
17/08/2024,Vichy,Neovadiol Menopausa FPS50 - Creme Uniformizador 50ml,"319,90","287,90",10,"50,00",1
17/08/2024,Labotrat,Máscara Facial de Argila Preta Antiporosidade & Regeneradora 130g,"38,90","35,01",10,"0,00",0
17/08/2024,Peel Line,White Gold - Tônico Facial 140ml,"96,69","48,90",49,"0,00",0
17/08/2024,Anasol,FPS 30 Base Clara - Protetor Solar com Cor 60g,"59,90","29,95",50,"20,00",1
17/08/2024,ISDIN,Isdinceutics A.G.E. Reverse Day - Creme Redutor de Linhas 50ml,"481,90","455,90",5,"50,00",1
17/08/2024,Payot,Kit Vitamina C Máscara Facial e Hidratante Diurno FPS30 (2 produtos),"269,90","99,90",63,"0,00",0
17/08/2024,Clinique,Even Better Brightening Essence Lotion - Loção Hidratante Facial 175ml,"428,90","363,90",15,"0,00",0
17/08/2024,Libbs,CT-Amina - Creme Uniformizante 30g,"303,77","166,82",45,"50,00",3
17/08/2024,Cicatricure,Gold Lift Diurno - Creme Redutor de Linhas 50g,"169,90","89,90",47,"0,00",0
17/08/2024,Cetaphil,Healthy Renew - Creme Reparador Noturno 50ml,"269,90","255,90",5,"40,00",1
17/08/2024,Bioderma,Kit Pigmentbio - Sabonete Esfoliante e Gel Creme Clareador Facial Daily Care,"388,90","338,90",13,"50,00",1
17/08/2024,Esthederm,Intensive Propolis + Ferulic Acid - Creme Antioxidante e Redutor de Linhas 50ml,"519,90","492,90",5,"50,00",2
17/08/2024,Dermachem,Vitamina C com Íons - Sabonete Líquido Facial 100ml,"20,00","16,50",18,"0,00",0
17/08/2024,Cicatricure,Gold Lift Diurno FPS30 - Creme Redutor de Linhas 50g,"149,90","89,00",41,"0,00",0
17/08/2024,Tulípia Cosméticos,"Hidrasol Fotoprotetor Facial, Tulipia,  FPS 60 PPD 20 Seco Antioxidante Pele Sensível Hidrata 50G","210,08","147,06",30,"0,00",0
17/08/2024,Darrow,Nutriol Cicamed - Creme Multirreparador 20g,"29,90","22,90",23,"0,00",0
17/08/2024,Creamy,Kit Facial - Eye Cream 15g + Gel Creme Retinol 30g + Watery Lotion Protetor Solar Fps60 50ml,"290,90","275,90",5,"0,00",0
17/08/2024,Esthederm,Kit Estherm Anti-Idade Lift & Repair - Sérum Facial e Creme para os Olhos,"1019,90","833,90",18,"0,00",0
17/08/2024,Bel Col,Hidrafresh - Loção Adstringente Facial 140ml,"82,95","70,50",15,"0,00",0
17/08/2024,Cosmobeauty,Blur A FPS 80 PPD 40 Bege Médio - Protetor Solar com Cor 50g,"249,99","207,99",17,"0,00",0
17/08/2024,Adcos,Collagen Filler Up Concentrado Volumizador - Creme Redutor de Linhas 50g,"433,10","345,80",20,"0,00",0
17/08/2024,Lenveur,Supreme - Creme Redutor de Linhas 30g,"99,90","79,90",20,"0,00",0
17/08/2024,Bioderma,Kit Pigmentbio - Sabonete Esfoliante e Água Micelar e Gel Creme Daily Care FPS 50+ e Creme Clareador Facial Noturno,"813,90","693,90",15,"0,00",0
17/08/2024,NIVEA,Nivea Luminous 630 Complexo de Reparação Noturna - Creme Antimanchas Noturno 50ml,"135,50","99,90",26,"50,00",2
17/08/2024,Natupele,Acnesse Intensive - Gel de Limpeza Facial Antiacne 30g,"216,44","196,76",9,"0,00",0
17/08/2024,Esthederm,Kit Estherm Facial Anti-Idade Lift & Repair - Sérum e Creme,"1059,90","921,90",13,"0,00",0
17/08/2024,Esthederm,Intensive Pro-Collagen+ - Creme para Rosto e Pescoço 50ml,"519,90","386,90",26,"0,00",0
17/08/2024,Lenveur,Supreme - Creme Redutor de Linhas 30g,"99,90","79,90",20,"0,00",0
17/08/2024,Lakma,Profissional - Gel Esfoliante Facial 250g,"82,73","74,45",10,"0,00",0
17/08/2024,Dior,Capture Totale Intensive Essence Lotion - Loção Facial 150ml,"559,00","434,90",22,"0,00",0
17/08/2024,NIVEA,Nivea Luminous 630 Complexo de Reparação Noturna - Creme Antimanchas Noturno 50ml,"135,50","99,90",26,"50,00",2
17/08/2024,EXTRATOS DA TERRA,Extratos da Terra Hidratante Facial Hydra Face 50g - Normal,"89,90","79,90",11,"0,00",0
17/08/2024,Natupele,Soless Fluído FPS60 - Protetor Solar 50g,"120,00","89,00",26,"0,00",0
17/08/2024,Samana,Blur Shade FPS75 Bege - Protetor Solar com Cor 50g,"219,99","194,99",11,"0,00",0
17/08/2024,Bioderma,Kit Pigmentbio - Sabonete Líquido e Água Micelar Facial Clareadora de Manchas H2O e Gel Creme Clareador Facial Daily Care,"508,90","442,90",13,"0,00",0
17/08/2024,Bioderma,Kit Facial Hydrabio - Água Micelar e Gel Creme Hidratante Light Moisturising Care 40ml,"278,90","242,90",13,"0,00",0
17/08/2024,Bioderma,Kit Facial Hydrabio - Água Micelar 100 ml e Gel Creme 40 ml,"220,90","192,90",13,"0,00",0
17/08/2024,Elemento Mineral,Argila Burgundy & Pó de Rubi - Pó para Máscara Facial 30g,"21,90","18,90",14,"30,00",1
17/08/2024,Esthederm,Kit Facial Excellage - Creme Anti-Idade 50ml e Sérum 30ml,"1619,90","1373,90",15,"0,00",0
17/08/2024,Natupele,Melanesse Effective IDB - Gel Creme Uniformizante 15g,"293,38","266,71",9,"0,00",0
17/08/2024,Samana,Kit Facial Hidratacao Skin Care,"369,90","359,90",3,"0,00",0
17/08/2024,Anasol,Viso Antirrugas - Creme Redutor de Linhas Noturno 60g,"50,90","42,90",16,"50,00",2
17/08/2024,Creamy,Kit Ácido Lático Sérum Facial e  Eye Cream Creme Antirugas Clareador (2 produtos),"329,90","209,90",36,"0,00",0
17/08/2024,Hada Labo,"Kit Gel Facial, Óleo de Limpeza, Hidratante Gel, Creme Hidratante - HADA LABO","936,20","748,90",20,"0,00",0
17/08/2024,Samana,Kit Facial Hidratacao Skin Care,"369,90","359,90",3,"0,00",0
17/08/2024,Lenveur,PeachSkin - Sérum Facial Tensor (30 unidades),"199,90","189,90",5,"0,00",0
17/08/2024,Mantecorp,Kit Facial Epidrat - Sabonete de Limpeza Hydraporin e Água Micelar e Creme Hidratante e Antioxidante FPS30 60g,"289,90","288,90",0,"0,00",0
17/08/2024,Hada Labo,"Kit Gel Facial, Hidratante Gel e Creme Hidratante - HADA LABO","799,90","638,90",20,"0,00",0
17/08/2024,Vasso,"Esfoliante Facial Scrub Showy, Men, Limpeza Profunda Renovação Celular, Reduz Oleosidade 250ML","218,49","152,94",30,"0,00",0
17/08/2024,Phállebeauty,Melanina - Gel Hidratante Uniformizador Facial Pele Negra 35g,"35,90","31,90",11,"0,00",0
17/08/2024,Creamy,Kit Ácido Lático Sérum Facial e Glicólico Redutor de Linhas (2 produtos),"279,90","164,90",41,"0,00",0
17/08/2024,Medicatriz,Sun Clair Blue FPS 21  50g - Hidrata e Uniformiza tom da pele,"175,00","157,50",10,"0,00",0
17/08/2024,Anasol,Protetor Solar  - 50 FPS - 1 unidade,"63,78","45,56",29,"0,00",0
17/08/2024,Labotrat,KIT CLAREAMENTO FACIAL TRATAMENTO FIRMADOR SKIN CARE - LABOTRAT,"265,99","255,99",4,"0,00",0
17/08/2024,Anasol,Protetor Solar  - 70 FPS - 3 unidades,"237,96","147,12",38,"0,00",0
17/08/2024,Anasol,Protetor Solar  - 50 FPS - 3 unidades,"191,34","113,82",41,"0,00",0
17/08/2024,Samana,Hydra Screen Acqua Gel FPS50 - Protetor Solar Multifuncional 80g,"189,90","179,90",5,"0,00",0
17/08/2024,Labotrat,KIT REGENERADOR E REJUVENECEDOR FACIAL (4 PRODUTOS),"112,99","105,00",7,"0,00",0
17/08/2024,Eucerin,Kit Daily Care - Protetor Solar 50g + Hidratante Corporal Spray 150ml,"209,90","203,90",3,"0,00",0
17/08/2024,Anasol,Protetor Solar  - 70 FPS - 2 unidades,"158,78","101,88",36,"0,00",0
17/08/2024,Anasol,Protetor Solar  - 50 FPS e 70 FPS - 1 de cada,"143,10","90,78",37,"0,00",0
17/08/2024,Anasol,Protetor Solar  - 70 FPS - 1 unidade,"79,39","56,66",29,"0,00",0
17/08/2024,Anasol,Protetor Solar  - 50 FPS - 2 unidades,"127,56","79,68",38,"0,00",0
17/08/2024,Eucerin,Kit Daily Care - Protetor Solar 50g + Hidratante Corporal Spray 150ml,"209,90","203,90",3,"0,00",0
17/08/2024,Cosmobeauty,Sérum Facial Hidratante Hyaludermina Face e Pescoço 6x Ácido Hialurônico 30g,"403,00","257,83",36,"0,00",0
17/08/2024,Lakma,Masso Divine - Emulsão para Massagem Facial 200g,"110,39","99,35",10,"0,00",0
17/08/2024,Labotrat,KIT CLAREAMENTO FACIAL TRATAMENTO FIRMADOR SKIN CARE - LABOTRAT,"265,99","255,99",4,"0,00",0
17/08/2024,Cosmobeauty,Firmalux - Creme Redutor de Linhas 30g,"299,99","249,99",17,"0,00",0
17/08/2024,Bel Col,Hialuderme Filler - Gel-Creme Redutor de Linhas 50g,"253,05","215,09",15,"0,00",0
17/08/2024,NIVEA,Kit Facial Trio (3 Produtos),"104,70","91,70",12,"49,00",12
17/08/2024,Creamy,Kit B Complex 20 e Creme Retinol (2 produtos),"329,90","204,90",38,"0,00",0
17/08/2024,Vult,Kit Facial Ácido Hialurônico + Vitamina C10 (2 Produtos),"119,80","95,90",20,"48,00",19
17/08/2024,Mulheres do Brasil,GEL CREME ÁCIDO HIALURONICO 50g - VEGANO,"59,00","39,00",34,"0,00",0
17/08/2024,NIVEA,Kit Facial (3 Produtos),"104,70","90,70",13,"50,00",5
17/08/2024,Adcos,Fotoproteção Diária Ultra FPS 55 - Protetor Solar 120g,"366,00","193,21",47,"49,00",28
17/08/2024,Cosmobeauty,Creme Calmante e Antienvelhec. Neosensitive 30g - Sensível,"207,33","177,89",14,"0,00",0
17/08/2024,Beleza na Web,Kit L'Oréal Paris Elseve Liso dos Sonhos Revitalift (2 Produtos),"179,80","139,80",22,"0,00",0
17/08/2024,FOREO,Luna 3 Pele Sensível - Escova Facial Elétrica,"1728,90","928,90",46,"50,00",15
17/08/2024,Sunmax,Sensitive FPS 30 - Protetor Solar 160ml,"147,90","51,90",65,"42,00",5
17/08/2024,Dermare,Creme Emoliente de Cravos Espinhas Facility Sem Trieta - 120g,"54,00","49,68",8,"0,00",0
17/08/2024,Océane,Mini Facial Cleaner - Escova de Limpeza Facial,"123,90","65,90",47,"48,00",29
17/08/2024,Vult,Kit Facial Cuidados Faciais (4 Produtos),"119,60","95,90",20,"50,00",5
17/08/2024,FOREO,Luna 3 Pele Mista - Escova Facial Elétrica,"1728,90","1079,90",38,"50,00",17
17/08/2024,Blink Lab,Lala Rudge Ice Globes - Massageador Facial,"228,00","98,00",57,"50,00",1
17/08/2024,Tulípia Cosméticos,"Floraty Creme Esfoliante Apricot, Tulipia, Elimina Impurezas, Pele Sedosa, Iluminada, Radiante 200G","204,83","143,38",30,"0,00",0
17/08/2024,Creamy,"Kit Calming Cream Gel-Creme Retinol 0,3 Antirrugas e Gel de Limpeza (3 produtos)","439,90","234,90",47,"0,00",0
17/08/2024,Creamy,Kit Calming Cream Creme Reparador e Gel de Limpeza (3 produtos),"389,90","229,90",41,"0,00",0
17/08/2024,FOREO,Luna 3 Pele Mista - Escova Facial Elétrica,"1728,90","1079,90",38,"50,00",17
17/08/2024,Cosmobeauty,Creme Concentrado Retinoderme Anti idade Anti Rugas e Linhas 30g,"441,90","214,90",51,"0,00",0
17/08/2024,Océane,Hot & Cold Gel - Máscara Facial,"97,90","65,90",33,"50,00",5
17/08/2024,Tulípia Cosméticos,"HialuX Creme Preenchedor, Tulipia, 6 Tipos de Ácido Hialurônico 4 Bioestimuladores Regenerador 200G","298,32","208,82",30,"0,00",0
17/08/2024,Creamy,"Kit Vitamina C e Gel-Creme Retinol 0,3 Antirrugas (2 produtos)","389,90","174,90",55,"0,00",0
17/08/2024,EXTRATOS DA TERRA,Extratos da Terra Clareador Tonalizante Com Fps 50 50g,"159,90","149,90",6,"50,00",1
17/08/2024,Creamy,Kit B Complex 20 e Creme Reparador (2 produtos),"319,90","205,90",36,"0,00",0
17/08/2024,Ecotools,Ametista - Rolo Massageador Facial,"179,90","103,90",42,"50,00",1
17/08/2024,Creamy,Kit Calming Cream Hidratante Facial Ácido Tranexâmico Solução Tônico Faciale Gel de Limpeza (3 produtos),"219,90","209,90",5,"0,00",0
17/08/2024,FOREO,Luna 3 Pele Equilibrada - Escova Facial Elétrica,"1728,90","1021,90",41,"50,00",16
17/08/2024,Cicatricure,Gold Lift Noturno - Redutor de Linhas 50g,"104,31","87,99",16,"47,00",9
17/08/2024,Lancôme,Rénergie Nuit Multi-Lift - Tratamento Redutor de Linhas Noturno 50ml,"898,90","733,90",18,"49,00",13
17/08/2024,La Roche-Posay,Hyalu B5 Repair - Redutor de Linhas 40g,"299,90","233,90",22,"49,00",36
17/08/2024,FQM,Protetor Solar Heliomax FPS 70 Médio Escuro 50g,"104,31","85,28",18,"0,00",0
17/08/2024,Creamy,Kit Skincare Calming Cream e Escova de Limpeza Facial 2 em 1 (2 produtos),"109,90","66,90",39,"0,00",0
17/08/2024,Blink Lab,Beauty Tools - Massageador Facial,"48,00","24,00",50,"0,00",0
17/08/2024,Cicatricure,Gold Lift Diurno - Redutor de Linhas 50g,"109,90","92,90",15,"46,00",10
17/08/2024,Creamy,Kit Skincare Ácido Salicílico e Escova de Limpeza Facial 2 em 1 (2 produtos),"159,90","99,90",38,"0,00",0
17/08/2024,Profuse,Clair Cisteamin Emulsão Antimanchas 30g,"219,99","179,99",18,"0,00",0
17/08/2024,Creamy,Kit Skincare Emulsão de Limpeza e Meilys Escova de Limpeza Facial 2 em 1 (2 produtos),"129,90","74,90",42,"0,00",0
17/08/2024,Raavi,Nano Vit C - Sérum Iluminador Facial 30ml,"95,90","56,90",41,"0,00",0
17/08/2024,Creamy,Kit Vitamina C - Sérum Facial 30g - 2 Unidades,"399,90","214,80",46,"0,00",0
17/08/2024,Mantecorp,Kit Facial Epidrat - Sabonete de Limpeza Hydraporin e Água Micelar e Hidratante Reparador B5 50ml,"269,90","253,90",6,"0,00",0
17/08/2024,Esthederm,Kit Excellage Duo (2 Produtos),"999,80","938,80",6,"50,00",1
17/08/2024,Cosmobeauty,Kit Collagemax PDRN Facial (2 Produtos),"344,90","334,90",3,"0,00",0
17/08/2024,Océane,Quartz 3D Facial Roller - Massageador Facial,"256,90","231,90",10,"50,00",3
17/08/2024,Creamy,Kit Protetor Facial FPS 60 + Lático + Vitamina C + Hidratante Calming Cream (4 produtos),"529,90","289,99",45,"0,00",0
17/08/2024,Océane,Bunny Cleaner - Aparelho de Limpeza Facial,"289,90","199,90",31,"0,00",0
17/08/2024,Dermare,Despigpel Creme Clareador De Axila Virilha 100 gr,"93,50","89,00",5,"0,00",0
17/08/2024,Creamy,"Kit Ácido Salicílico Solução Tônica Antiacne e Gel-Creme Retinol 0,3 (2 produtos)","319,90","199,90",38,"0,00",0
17/08/2024,Blink Lab,Lala Rudge Gold - Roller Facial,"198,00","128,00",35,"0,00",0
17/08/2024,Creamy,Kit Eye Cream Redutor de Linhas e Escova de Limpeza Facial 2 em 1 (2 produtos),"219,90","144,90",34,"0,00",0
17/08/2024,Creamy,Kit Duo Revitalização Facial  (2 Produtos),"349,90","179,99",49,"0,00",0
17/08/2024,Mantecorp,Kit Facial Epidrat - Sabonete de Limpeza Hydraporin e Água Micelar e Hidratante Acqua 50ml,"269,90","258,90",4,"0,00",0
17/08/2024,Creamy,Kit Trio Renovação Facial (3 Produtos),"509,90","289,90",43,"0,00",0
17/08/2024,Creamy,Kit Ácido Glicólico - Creme Redutor de Linhas 30g - 2 Unidades,"289,90","169,90",41,"0,00",0
17/08/2024,Creamy,Kit Vitamina C - Sérum Facial 30g - 3 Unidades,"499,90","322,80",35,"0,00",0
17/08/2024,Creamy,Kit Vitamina C e Escova de Limpeza Facial 2 em 1 (2 produtos),"189,90","124,90",34,"0,00",0
17/08/2024,Cetaphil,Kit Gel Creme Rápida Absorção 453g + Loção de Limpeza 120ml,"148,84","118,54",20,"0,00",0
17/08/2024,Creamy,Kit Ácido Salicílico Solução Tônica Antiacne e Vitamina C Sérum Facial (2 produtos),"329,90","199,90",39,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift - Redutor de Linhas Diurno e Noturno (2 Produtos),"599,90","384,90",36,"0,00",0
17/08/2024,Bioderma,Kit Pigmentbio Clareador Facial (2 Produtos),"566,90","476,90",16,"0,00",0
17/08/2024,Creamy,Kit Intensive Repair Cream e Escova de Limpeza Facial 2 em 1 (2 produtos),"189,90","124,90",34,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Diurno - Creme Redutor de Linhas (2 Unidades),"309,90","194,90",37,"0,00",0
17/08/2024,Tulípia Cosméticos,"Fotoprotetor Solar Hidrasol, Tulipia,  FPS 30 PPD 20 50g","193,28","135,29",30,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Diurno - Creme Redutor de Linhas (3 Unidades),"479,90","289,90",40,"0,00",0
17/08/2024,Creamy,Kit Calming Cream Hidratante Facial Ácido Lático Sérum Facial e Gel de Limpeza (3 produtos),"319,90","199,90",38,"0,00",0
17/08/2024,Creamy,Kit Gel de Limpeza e Tranexâmico Solução Tônico Facial  (2 produtos),"239,90","159,90",33,"0,00",0
17/08/2024,Kelse Pro Skin,Kit Travel Facial Quick Routine (3 Produtos),"347,00","312,30",10,"0,00",0
17/08/2024,Kelse Pro Skin,Kit Facial Quick Routine Mini (2 Produtos),"324,00","291,60",10,"0,00",0
17/08/2024,Creamy,Kit Ácido Glicólico - Creme Redutor de Linhas 30g - 3 Unidades,"489,90","259,90",47,"0,00",0
17/08/2024,Creamy,Kit Skincare Retinol Gel-Creme Redutor de Linhas 30g - 2 Unidades,"399,90","219,90",45,"0,00",0
17/08/2024,Phállebeauty,Antiacne - Kit Facial Contra Cravos e Espinhas (5 Produtos),"138,50","124,50",10,"0,00",0
17/08/2024,Vertix,Hygienic Care - Máscara Facial Descartável (25 Unidades),"19,99","14,99",25,"0,00",0
17/08/2024,Creamy,Kit Calming Cream Hidratante Facial Ácido Salicílico Antiacne e Gel de Limpeza (3 produtos),"349,90","209,90",40,"0,00",0
17/08/2024,Creamy,Kit Ácido Lático Sérum Facial e Calming Cream Hidratante Facial (2 produtos),"249,90","134,99",46,"0,00",0
17/08/2024,Creamy,Kit Ácido Glicólico Redutor de Linhas e Ácido Tranexâmico Solução Tônico Facial (2 produtos),"289,90","174,90",40,"0,00",0
17/08/2024,Creamy,Kit Ácido Mandélico Gel Antiacne e Calming Cream Hidratante Facial (2 produtos),"219,90","144,90",34,"0,00",0
17/08/2024,Creamy,Kit Ácido Salicílico Antiacne e Calming Cream Hidratante Facial (2 produtos),"239,90","144,90",40,"0,00",0
17/08/2024,Creamy,Kit Calming Cream Hidratante Facial Ácido Mandélico Antiacne e Gel de Limpeza (3 produtos),"399,90","209,90",48,"0,00",0
17/08/2024,Mantecorp,Kit Facial Epidrat - Sabonete de Limpeza Hydraporin e Água Micelar e Hidratante Restaurador 120ml,"385,90","335,90",13,"0,00",0
17/08/2024,Creamy,Kit Skincare Ácido Tranexâmico Solução e Escova de Limpeza Facial 2 em 1 (2 produtos),"159,90","99,90",38,"0,00",0
17/08/2024,Creamy,Kit Ácido Lático Sérum Facial e Ácido Tranexâmico Solução Tônico Facial (2 produtos),"279,90","169,90",39,"0,00",0
17/08/2024,Creamy,Kit Calming Cream Hidratante Facial Ácido Glicólico Redutor de Linhas e Gel de Limpeza (3 produtos),"349,90","204,90",41,"0,00",0
17/08/2024,Creamy,Kit Ácido Salicílico Solução Tônica Antiacne e Ácido Lático Sérum Facial (2 produtos),"289,90","169,90",41,"0,00",0
17/08/2024,Creamy,Kit Calming Cream Hidratante Facial Anti-Aging Redutor de Linhas Gel de Limpeza (3 produtos),"319,90","194,90",39,"0,00",0
17/08/2024,Creamy,Kit Gel de Limpeza e Calming Cream Hidratante Facial (2 produtos),"189,90","124,90",34,"0,00",0
17/08/2024,Kelse Pro Skin,Kit Facial Quick Routine (2 Produtos),"503,00","452,70",10,"50,00",1
17/08/2024,Creamy,Kit Quarteto Revitalizador Facial (4 Produtos),"619,90","359,90",42,"0,00",0
17/08/2024,Cicatricure,Kit Gold Lift Noturno - Creme Redutor de Linhas (2 Unidades),"309,90","199,90",35,"0,00",0
17/08/2024,Creamy,Kit Retinol Gel-Creme Redutor de Linhas 30g - 3 Unidades,"529,90","323,90",39,"0,00",0
17/08/2024,Phytoterápica,Hidrabene Creme Esfoliante Corporal 180g,"63,90","53,90",16,"0,00",0
